university_name,scholarship_name,academic_requirements,minimum_gpa_or_percentage,english_language_requirement,course_requirements,nationality_restrictions,financial_need_required,other_conditions,required_documents,separate_application_required,auto_considered,application_steps,deadline,source_url,retrieved_on,confidence,notes
University of Bath,The Gold Scholarship Programme,Selection based on supporting questions; no GPA threshold specified,NOT_FOUND,NOT_FOUND,Full-time undergraduate degree course based on Bath campus,Home UK students only,NOT_FOUND,New first-year student in 2026/27; discretionary award; up to 50 students per year,"Household income assessment | UCAS application information | Supporting statement responses (3 questions, 250 words each)",True,False,Invite to apply via Application Tracker (mid/late May 2026) | Answer 3 supporting questions (250 words each) | Submit via Application Tracker,27 August 2026 (midday),https://www.bath.ac.uk/guides/the-gold-scholarship-programme/,2026-05-02,high,"Information sourced directly from official University of Bath scholarship pages for academic year 2026/27. Research completed as of May 2, 2026. Some small departmental scholarships and external awards not included; research focused on central university scholarships and bursaries. A few scholarships had applications closed (British Council Scholarships for Women in STEM, CMA CGM Fund, GREAT Scholarships) and were excluded. School of Management has additional specific scholarships with similar application processes."
University of Bath,The Claverton Scholarship Programme,No specific academic requirements; based on application quality,NOT_FOUND,NOT_FOUND,Full-time undergraduate degree course,Not specified,NOT_FOUND,New first-year Bath Bursary recipients starting September 2025 eligible for 2026/27 cohort; requires completion of Claverton Employability Passport,Bath Bursary eligibility confirmation | Online application form | 3 question responses,True,False,Receive email invitation on 1 December 2025 | Complete online form with 3 questions | Read and agree to Terms and Conditions,6 February 2026,https://www.bath.ac.uk/guides/the-claverton-scholarship-programme/,2026-05-02,high,"Information sourced directly from official University of Bath scholarship pages for academic year 2026/27. Research completed as of May 2, 2026. Some small departmental scholarships and external awards not included; research focused on central university scholarships and bursaries. A few scholarships had applications closed (British Council Scholarships for Women in STEM, CMA CGM Fund, GREAT Scholarships) and were excluded. School of Management has additional specific scholarships with similar application processes."
University of Bath,The Accommodation Bursary,Not applicable,NOT_FOUND,NOT_FOUND,Full-time undergraduate degree course,Home UK students only,NOT_FOUND,New first-year student starting 2026/27; must be housed by University; not available for couples accommodation,Household income assessment from student loans awarding agency,False,True,Request household income assessment ahead of studies | Check eligibility via Application Tracker | Award automatically deducted from accommodation fees,12 March 2027,https://www.bath.ac.uk/guides/the-accommodation-bursary/,2026-05-02,high,"Information sourced directly from official University of Bath scholarship pages for academic year 2026/27. Research completed as of May 2, 2026. Some small departmental scholarships and external awards not included; research focused on central university scholarships and bursaries. A few scholarships had applications closed (British Council Scholarships for Women in STEM, CMA CGM Fund, GREAT Scholarships) and were excluded. School of Management has additional specific scholarships with similar application processes."
University of Bath,Bath International Excellence Scholarship (Undergraduate),Strong academic credentials and demonstrable background of achievement required,NOT_FOUND,NOT_FOUND,Any undergraduate degree (except MArch Architecture; BSc Architecture eligible),Overseas fee-paying students only,False,New first-year applicant; must choose Bath as firm choice via UCAS; up to 300 awards available,UCAS application | Online scholarship application form in Application Tracker | 3 written responses (750 characters each),True,False,Receive offer from University | Apply through Application Tracker (opens 8 January 2026) | Answer 3 questions (750 character limit each) | Make Bath firm choice in UCAS if successful,25 June 2026,https://www.bath.ac.uk/guides/bath-international-excellence-scholarship/,2026-05-02,high,"Information sourced directly from official University of Bath scholarship pages for academic year 2026/27. Research completed as of May 2, 2026. Some small departmental scholarships and external awards not included; research focused on central university scholarships and bursaries. A few scholarships had applications closed (British Council Scholarships for Women in STEM, CMA CGM Fund, GREAT Scholarships) and were excluded. School of Management has additional specific scholarships with similar application processes."
University of Bath,Bath Global Excellence Scholarship (Master's),Academic excellence required; strong academic credentials and background of achievement,NOT_FOUND,NOT_FOUND,"Full-time taught master's course in Faculty of Engineering & Design, Faculty of Humanities & Social Sciences, or Faculty of Science",International applicants only,False,Must hold offer for September 2026 entry; up to 250 awards available,Master's offer letter | Scholarship application via Application Tracker | 3 written responses,True,False,Hold offer for eligible master's course | Access Application Tracker | Complete scholarship application with 3 questions | Submit by deadline,"12 June 2026 (final deadline; earlier rounds: 4 February 2026, 8 April 2026)",https://www.bath.ac.uk/guides/applying-for-the-bath-global-excellence-scholarship/,2026-05-02,high,"Information sourced directly from official University of Bath scholarship pages for academic year 2026/27. Research completed as of May 2, 2026. Some small departmental scholarships and external awards not included; research focused on central university scholarships and bursaries. A few scholarships had applications closed (British Council Scholarships for Women in STEM, CMA CGM Fund, GREAT Scholarships) and were excluded. School of Management has additional specific scholarships with similar application processes."
University of Bath,Diamond Scholarship (Master's),Academic excellence and demonstrable background of achievement and success required,NOT_FOUND,NOT_FOUND,"Full-time taught master's course in Faculty of Engineering & Design, Faculty of Humanities & Social Sciences, or Faculty of Science",UK nationals only,False,Must hold offer for September 2026 entry; marking 60th anniversary of University,Master's offer letter | Scholarship application via Application Tracker | 3 written responses,True,False,Hold offer for eligible master's course | Access Application Tracker | Complete scholarship application | Submit by deadline,"12 June 2026 (final deadline; earlier rounds: 4 February 2026, 8 April 2026)",https://www.bath.ac.uk/guides/applying-for-the-diamond-scholarship/,2026-05-02,high,"Information sourced directly from official University of Bath scholarship pages for academic year 2026/27. Research completed as of May 2, 2026. Some small departmental scholarships and external awards not included; research focused on central university scholarships and bursaries. A few scholarships had applications closed (British Council Scholarships for Women in STEM, CMA CGM Fund, GREAT Scholarships) and were excluded. School of Management has additional specific scholarships with similar application processes."
University of Bath,School of Management Master's Worldwide Scholarships,NOT_FOUND,NOT_FOUND,NOT_FOUND,Full-time taught master's course in School of Management,Open to UK and international applicants,False,Must hold offer for September 2026; up to 15 awards,Master's offer letter | Scholarship application via Application Tracker,True,False,Hold offer for eligible School of Management master's course | Apply through Application Tracker | Accepted offer required by deadline,8 April 2026,https://www.bath.ac.uk/corporate-information/school-of-management-msc-funding-and-scholarships/,2026-05-02,high,"Information sourced directly from official University of Bath scholarship pages for academic year 2026/27. Research completed as of May 2, 2026. Some small departmental scholarships and external awards not included; research focused on central university scholarships and bursaries. A few scholarships had applications closed (British Council Scholarships for Women in STEM, CMA CGM Fund, GREAT Scholarships) and were excluded. School of Management has additional specific scholarships with similar application processes."
University of Bath,School of Management Scholarship for Academic Excellence,Strong academic record required,NOT_FOUND,NOT_FOUND,Full-time taught master's course in School of Management,Open to UK and international applicants,False,Must hold offer for September 2026; up to 15 awards,Master's offer letter | Scholarship application via Application Tracker,True,False,Hold offer for eligible School of Management master's course | Apply through Application Tracker | Accepted offer required by deadline,8 April 2026,https://www.bath.ac.uk/corporate-information/school-of-management-msc-funding-and-scholarships/,2026-05-02,high,"Information sourced directly from official University of Bath scholarship pages for academic year 2026/27. Research completed as of May 2, 2026. Some small departmental scholarships and external awards not included; research focused on central university scholarships and bursaries. A few scholarships had applications closed (British Council Scholarships for Women in STEM, CMA CGM Fund, GREAT Scholarships) and were excluded. School of Management has additional specific scholarships with similar application processes."
University of Bath,School of Management Scholarship for Outstanding Individual,NOT_FOUND,NOT_FOUND,NOT_FOUND,Full-time taught master's course in School of Management,Open to UK and international applicants,False,Must hold offer for September 2026; up to 15 awards,Master's offer letter | Scholarship application via Application Tracker,True,False,Hold offer for eligible School of Management master's course | Apply through Application Tracker | Accepted offer required by deadline,8 April 2026,https://www.bath.ac.uk/corporate-information/school-of-management-msc-funding-and-scholarships/,2026-05-02,high,"Information sourced directly from official University of Bath scholarship pages for academic year 2026/27. Research completed as of May 2, 2026. Some small departmental scholarships and external awards not included; research focused on central university scholarships and bursaries. A few scholarships had applications closed (British Council Scholarships for Women in STEM, CMA CGM Fund, GREAT Scholarships) and were excluded. School of Management has additional specific scholarships with similar application processes."
University of Bath,School of Management Access Master's UK Scholarship,NOT_FOUND,NOT_FOUND,NOT_FOUND,Full-time taught master's course in School of Management,UK applicants only who studied undergraduate degree in UK,False,Must hold offer for September 2026; must live in UK at time of application; up to 5 awards,Master's offer letter | Scholarship application via Application Tracker | Proof of UK residence and degree origin,True,False,Hold offer for eligible School of Management master's course | Apply through Application Tracker | Confirm UK residency and UK undergraduate origin,8 April 2026,https://www.bath.ac.uk/corporate-information/school-of-management-msc-funding-and-scholarships/,2026-05-02,high,"Information sourced directly from official University of Bath scholarship pages for academic year 2026/27. Research completed as of May 2, 2026. Some small departmental scholarships and external awards not included; research focused on central university scholarships and bursaries. A few scholarships had applications closed (British Council Scholarships for Women in STEM, CMA CGM Fund, GREAT Scholarships) and were excluded. School of Management has additional specific scholarships with similar application processes."
University of Bath,School of Management Master's Scholarship for Philippines,NOT_FOUND,NOT_FOUND,NOT_FOUND,Full-time taught master's course in School of Management,Applicants from Philippines only,False,"Must hold offer for September 2026; must have studied undergraduate degree and currently live in Philippines; up to 3 awards worth £15,000 each",Master's offer letter | Scholarship application via Application Tracker | Evidence of Philippines origin and current residence,True,False,Hold offer for eligible School of Management master's course | Apply through Application Tracker | Provide evidence of Philippines background,8 April 2026,https://www.bath.ac.uk/corporate-information/school-of-management-msc-funding-and-scholarships/,2026-05-02,high,"Information sourced directly from official University of Bath scholarship pages for academic year 2026/27. Research completed as of May 2, 2026. Some small departmental scholarships and external awards not included; research focused on central university scholarships and bursaries. A few scholarships had applications closed (British Council Scholarships for Women in STEM, CMA CGM Fund, GREAT Scholarships) and were excluded. School of Management has additional specific scholarships with similar application processes."
University of Warwick,Warwick Bursary (2025 Entry onwards),Offer for full-time undergraduate degree,NOT_FOUND,NOT_FOUND,All undergraduate courses eligible,"Home students only - domiciled in England, Scotland, or Northern Ireland",True,"Must apply to Student Finance England, SFNI, or SAAS for income assessment. Family income must be £42,875 or below",Student Finance application confirmation,False,True,Apply for Student Finance England/SFNI/SAAS | Provide household income assessment | University automatically checks eligibility from Student Finance data,NOT_FOUND,https://warwick.ac.uk/services/wss/funding/bursariesandscholarships/2025-entry/,2026-05-02,high,Information sourced from official University of Warwick funding pages.
University of Warwick,Warwick Part-Time Fee Waiver (PTFW),First undergraduate degree,NOT_FOUND,NOT_FOUND,Part-time undergraduate courses,Home and international students eligible,True,Must be in receipt of one or more UK Government means-tested benefits and have Tuition Fee Loan entitlement,Evidence of Tuition Fee Loan entitlement | Evidence of means-tested benefit receipt for 2025-26,True,False,Complete Part-Time Fee Waiver application form online | Submit evidence of TFL entitlement | Submit evidence of means-tested benefit receipt,NOT_FOUND,https://warwick.ac.uk/services/wss/funding/bursariesandscholarships/ptfw/,2026-05-02,high,Information sourced from official University of Warwick funding pages.
University of Warwick,Warwick Undergraduate Global Excellence Scholarship (WUGES),Exceptional academic achievement,NOT_FOUND,NOT_FOUND,All undergraduate courses eligible,International students only,False,Merit-based scholarship for talented international applicants,NOT_FOUND,NOT_FOUND,NOT_FOUND,Apply for undergraduate course | Automatically considered for scholarship based on academic merit,Applications for 2026 now closed,https://warwick.ac.uk/study/international/admissions/finance/scholarships/,2026-05-02,high,Information sourced from official University of Warwick funding pages.
Lancaster University,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,2026-05-02,low,Unable to access Lancaster University official scholarship pages during this run. Official sources were inaccessible via available methods.
University of Exeter,Exeter Excellence Scholarships (International),"Outstanding academic achievement, typically GCE A level AAB equivalent or higher",NOT_FOUND,NOT_FOUND,"Available in Environment Science and Economy, Health and Life Sciences, Humanities Arts and Social Sciences faculties; excludes BMBS Medicine and certain dual/partnership programmes",International students only (including EU),False,Must have conditional or unconditional offer; demonstrated academic and career ambition; ability to contribute to Exeter community,UCAS application | Personal statement (maximum 300 words),True,False,"Complete UCAS application and receive offer | Submit webform with personal statement responding to three prompts about ambitions, contribution to campus, and ambassador role",23 April 2026 (Round 2 - now closed),https://www.exeter.ac.uk/study/funding/award/?id=5612,2026-05-02,high,Information from official Exeter website; Round 2 deadline has passed; Round 1 closed 19 February 2026
University of York,York Bursary (UK Home),NOT_FOUND,NOT_FOUND,NOT_FOUND,All undergraduate programmes,UK (home) students only,True,"Household residual income between £0-£35,000",Student Finance assessment,False,True,Automatic assessment by Student Finance,Ongoing - assessed automatically,https://www.york.ac.uk/study/undergraduate/fees-funding/uk/scholarships/york-bursary/,2026-05-02,high,Information from official York website; covers undergraduate scholarships for 2026/27 academic year for both UK and international students
University of York,Global Impact Undergraduate Scholarship (International),NOT_FOUND,NOT_FOUND,NOT_FOUND,"All undergraduate programmes, starting September 2026","China, India, Malaysia, Nigeria, Thailand, Turkey, USA residents only",False,Must hold offer at York for year one direct entry,Degree offer,False,True,Automatic consideration for all eligible offer holders,Not applicable - automatic award,https://www.york.ac.uk/study/undergraduate/fees-funding/international/scholarships/global-impact-ug-scholarship/,2026-05-02,high,Information from official York website; covers undergraduate scholarships for 2026/27 academic year for both UK and international students
University of York,Dean's Global Excellence Scholarship (International),Exceptional academic achievement,NOT_FOUND,NOT_FOUND,Undergraduate programmes within faculties,International and EU students,False,Must hold offer at York; 6 scholarships available university-wide,Degree offer,False,True,Automatic consideration for all undergraduate offer holders,Notifications from 15 May 2026 onwards,https://www.york.ac.uk/study/undergraduate/fees-funding/international/scholarships/dean-global-excellence-scholarship/,2026-05-02,high,Information from official York website; covers undergraduate scholarships for 2026/27 academic year for both UK and international students
University of York,International Undergraduate Achievement Scholarship,Outstanding achievement from best international applicants,NOT_FOUND,NOT_FOUND,"All undergraduate programmes, year one direct entry",International and EU students,False,Must hold offer at York,Degree offer,False,True,Automatic consideration for eligible offer holders,Not applicable - automatic award,https://www.york.ac.uk/study/undergraduate/fees-funding/international/scholarships/international-achievement-scholarship/,2026-05-02,high,Information from official York website; covers undergraduate scholarships for 2026/27 academic year for both UK and international students
University of York,Cowrie Foundation Scholarship (UK Home),NOT_FOUND,NOT_FOUND,NOT_FOUND,All undergraduate programmes,UK (home) students only,True,Black British students from socio-economically disadvantaged backgrounds; 1 scholarship available,Application form | Personal statement,True,False,Complete online application form via Qualtrics,"8 May 2026, 11:59pm BST",https://www.york.ac.uk/study/undergraduate/fees-funding/uk/scholarships/cowrie-foundation-scholarship/,2026-05-02,high,Information from official York website; covers undergraduate scholarships for 2026/27 academic year for both UK and international students
University of York,Care Leavers and Estranged Students Bursary (UK Home),NOT_FOUND,NOT_FOUND,NOT_FOUND,All undergraduate programmes,UK (home) students only,False,Must be under 25 at start of studies and be care leaver or irreconcilably estranged from parents,NOT_FOUND,False,True,Automatic assessment based on disclosed circumstances,Ongoing - 2026/27,https://www.york.ac.uk/study/undergraduate/fees-funding/uk/scholarships/care-leavers/,2026-05-02,high,Information from official York website; covers undergraduate scholarships for 2026/27 academic year for both UK and international students
University of York,York Refugee Bursary (UK Home),NOT_FOUND,NOT_FOUND,NOT_FOUND,All undergraduate programmes,Refugee students with home fee status,False,Must have refugee status in UK,NOT_FOUND,False,True,NOT_FOUND,Ongoing - 2026/27,https://www.york.ac.uk/study/undergraduate/fees-funding/uk/scholarships/yorkrefugeebursary/,2026-05-02,high,Information from official York website; covers undergraduate scholarships for 2026/27 academic year for both UK and international students
University of York,York Performance Award,NOT_FOUND,NOT_FOUND,NOT_FOUND,All undergraduate programmes; must participate in drama/music performance,UK (home) and international students,False,Performance must be in venue beyond York,Application form | Evidence of performance involvement,True,False,Submit application through Arts and Creative Technologies portal,"7 June 2026, 11:59pm BST",https://www.york.ac.uk/arts-creative-technologies/study/funding/york-performance-award/,2026-05-02,high,Information from official York website; covers undergraduate scholarships for 2026/27 academic year for both UK and international students
UCL (University College London),NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,2026-05-02,low,Not fully collected in this automated run. Official scholarship data should be gathered from the university funding pages before relying on this entry.
University of Birmingham,Chamberlain Award (UK Home),NOT_FOUND,NOT_FOUND,NOT_FOUND,"All full-time undergraduate programmes, entry September 2026",UK (home) students only,True,"Household income ≤£25,000 or £25,001-£35,000",Student Finance assessment,False,True,Automatic assessment if Student Finance has assessed household income,Not applicable - automatic award,https://www.birmingham.ac.uk/study/undergraduate/fees-funding/scholarships-grants-and-bursaries,2026-05-02,medium,Information from official Birmingham website; some specific eligibility criteria and documents not detailed on main pages; specific scholarship pages returned 404 errors; funding database contains additional country-specific schemes with various deadlines
University of Birmingham,High Fliers Undergraduate Scholarships (Country-Specific),Strong academic achievement for entry to undergraduate programme,NOT_FOUND,NOT_FOUND,"All full-time undergraduate programmes, entry September 2026","Specific countries: Africa, Canada, China, Europe, Hong Kong, India, Middle East/North Africa, Singapore, or via Kaplan pathway",False,Competitive award; separate schemes for each country/region,Application form | Academic evidence,True,False,Submit application through university funding database for your country,Varies by country: 29 May - 19 July 2026,https://www.birmingham.ac.uk/study/undergraduate/fees-funding/search-funding,2026-05-02,medium,Information from official Birmingham website; some specific eligibility criteria and documents not detailed on main pages; specific scholarship pages returned 404 errors; funding database contains additional country-specific schemes with various deadlines
University of Birmingham,Care Leaver Scholarship (UK Home),NOT_FOUND,NOT_FOUND,NOT_FOUND,All undergraduate programmes,UK (home) students only,False,Must be a care leaver; minimum of 2 scholarships awarded annually,Care leaver evidence | Application form,True,False,Apply through care leavers support office or contact funding team,NOT_FOUND,https://www.birmingham.ac.uk/study/undergraduate/fees-funding/scholarships-grants-and-bursaries,2026-05-02,medium,Information from official Birmingham website; some specific eligibility criteria and documents not detailed on main pages; specific scholarship pages returned 404 errors; funding database contains additional country-specific schemes with various deadlines
University of Birmingham,Music Scholarships,NOT_FOUND,NOT_FOUND,NOT_FOUND,Any full-time undergraduate programme (excluding Music Department); Grade 8 standard in instrument or vocals,All nationalities,False,Must perform at Grade 8 standard in instrument or vocals,Grade 8 or equivalent evidence | Audition required,True,False,Audition at Music Department,NOT_FOUND,https://www.birmingham.ac.uk/study/undergraduate/fees-funding/scholarships-grants-and-bursaries,2026-05-02,medium,Information from official Birmingham website; some specific eligibility criteria and documents not detailed on main pages; specific scholarship pages returned 404 errors; funding database contains additional country-specific schemes with various deadlines
University of Birmingham,Sports Scholarships,NOT_FOUND,NOT_FOUND,NOT_FOUND,Any academic department and programme,All nationalities,False,"High-achieving sports performers; support includes facilities membership, strength/conditioning, sports science, physiotherapy, lifestyle workshops",Sports achievement evidence | Application to Sports and Fitness,True,False,Apply to University of Birmingham Sport and Fitness department,NOT_FOUND,https://www.birmingham.ac.uk/study/undergraduate/fees-funding/scholarships-grants-and-bursaries,2026-05-02,medium,Information from official Birmingham website; some specific eligibility criteria and documents not detailed on main pages; specific scholarship pages returned 404 errors; funding database contains additional country-specific schemes with various deadlines
University of Birmingham,Gateway to Work Experience Bursary (UK Home),NOT_FOUND,NOT_FOUND,NOT_FOUND,All undergraduate programmes,UK (home) students only,True,Must be under-represented undergraduate; for access to work experience,Application form,True,False,Submit application through funding database,15 June 2026,https://www.birmingham.ac.uk/study/undergraduate/fees-funding/search-funding,2026-05-02,medium,Information from official Birmingham website; some specific eligibility criteria and documents not detailed on main pages; specific scholarship pages returned 404 errors; funding database contains additional country-specific schemes with various deadlines
University of Bristol,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,2026-05-02,low,Not fully collected in this automated run. Official scholarship data should be gathered from the university funding pages before relying on this entry.
University of Sheffield,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,2026-05-02,low,Not fully collected in this automated run. Official scholarship data should be gathered from the university funding pages before relying on this entry.
University of Southampton,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,2026-05-02,low,Not fully collected in this automated run. Official scholarship data should be gathered from the university funding pages before relying on this entry.
The University of Edinburgh,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,2026-05-02,low,Not fully collected in this automated run. Official scholarship data should be gathered from the university funding pages before relying on this entry.
King's College London,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,2026-05-02,low,Not fully collected in this automated run. Official scholarship data should be gathered from the university funding pages before relying on this entry.
University of Surrey,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,2026-05-02,low,Not fully collected in this automated run. Official scholarship data should be gathered from the university funding pages before relying on this entry.
University of Leeds,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,2026-05-02,low,Not fully collected in this automated run. Official scholarship data should be gathered from the university funding pages before relying on this entry.
Cardiff University,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,2026-05-02,low,Not fully collected in this automated run. Official scholarship data should be gathered from the university funding pages before relying on this entry.
University of Liverpool,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,2026-05-02,low,Not fully collected in this automated run. Official scholarship data should be gathered from the university funding pages before relying on this entry.
Queen's University Belfast,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,2026-05-02,low,Not fully collected in this automated run. Official scholarship data should be gathered from the university funding pages before relying on this entry.
Heriot-Watt University,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,2026-05-02,low,Not fully collected in this automated run. Official scholarship data should be gathered from the university funding pages before relying on this entry.
University of East Anglia UEA,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,2026-05-02,low,Not fully collected in this automated run. Official scholarship data should be gathered from the university funding pages before relying on this entry.
University of Nottingham,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,2026-05-02,low,Not fully collected in this automated run. Official scholarship data should be gathered from the university funding pages before relying on this entry.
University of Manchester,"Accommodation Bursary (Undergraduate, Home)",Must have applied for an undergraduate course starting Sep 2026 at Manchester.,NOT_FOUND,NOT_FOUND,Any undergraduate course; must apply for eligible halls as first-choice accommodation.,Home fee-status students only.,True,"Requires Student Finance household-income assessment and consent to share data; household income must be £43,000 or below.",Evidence for any priority criteria claimed in the bursary form,True,False,"Submit bursary form, have Manchester as firm choice by deadline, and provide supporting evidence for priority factors if claimed.",2026-07-06,https://www.manchester.ac.uk/study/undergraduate/fees-and-funding/scholarships-and-bursaries/accommodation-bursary/,2026-05-02,medium,Used official manchester.ac.uk pages. Some schemes provide country/course-specific rules via linked PDFs or profiles; those fields are marked NOT_FOUND where page-level detail was unavailable or cycle timing was unclear.
University of Manchester,Article 26 Scholarships (Undergraduate Sanctuary Seekers),Applied for a Manchester undergraduate course starting Sep 2026.,NOT_FOUND,NOT_FOUND,"Unavailable for Medicine, Dentistry, and Architecture.",For sanctuary-seeking applicants in the UK meeting specified immigration categories.,True,Must be unable to access mainstream UK student finance due to immigration status.,Scholarship application form | Immigration-status evidence,True,False,"Apply to an eligible undergraduate course, then submit the Article 26 scholarship application when open.",NOT_FOUND,https://www.manchester.ac.uk/study/undergraduate/fees-and-funding/scholarships-and-bursaries/article-26-scholarships/,2026-05-02,medium,Used official manchester.ac.uk pages. Some schemes provide country/course-specific rules via linked PDFs or profiles; those fields are marked NOT_FOUND where page-level detail was unavailable or cycle timing was unclear.
University of Manchester,"The Bason Family Bursary (Undergraduate, Home)",Applied for an undergraduate degree starting Sep 2026.,NOT_FOUND,NOT_FOUND,Undergraduate study at Manchester.,Home fee-status only; restricted to specified Black heritage ethnicity categories.,True,"Requires Student Finance assessment, household income <= £35,000, and current/long-term Greater Manchester residence.",Evidence documents for any priority criteria claimed | Completed bursary/scholarship application form,True,False,"Submit one shared form (also used for Cowrie), then shortlisted candidates attend online interview.",2026-04-26,https://www.manchester.ac.uk/study/undergraduate/fees-and-funding/scholarships-and-bursaries/bason-family-bursary/,2026-05-02,medium,Used official manchester.ac.uk pages. Some schemes provide country/course-specific rules via linked PDFs or profiles; those fields are marked NOT_FOUND where page-level detail was unavailable or cycle timing was unclear.
University of Manchester,"The Cowrie Foundation Scholarships (Undergraduate, Home)",Applied for an undergraduate degree starting Sep 2026.,NOT_FOUND,NOT_FOUND,Undergraduate study at Manchester.,Home fee-status only; restricted to specified Black heritage ethnicity categories.,True,"Requires Student Finance assessment and household income <= £35,000.",Evidence documents for any priority criteria claimed | Completed scholarship application form,True,False,"Submit one shared form (also used for Bason), then shortlisted candidates attend online interview.",2026-04-26,https://www.manchester.ac.uk/study/undergraduate/fees-and-funding/scholarships-and-bursaries/cowrie-foundation-scholarships/,2026-05-02,medium,Used official manchester.ac.uk pages. Some schemes provide country/course-specific rules via linked PDFs or profiles; those fields are marked NOT_FOUND where page-level detail was unavailable or cycle timing was unclear.
University of Manchester,"The Sadler Bursary (Undergraduate, Home care-experienced)",Applied for an undergraduate degree starting Sep 2026.,NOT_FOUND,NOT_FOUND,Undergraduate study at Manchester.,Home fee-status only.,False,Must be care-experienced/care leaver and aged 24 or under on 1 Sep 2026.,Local-authority/social-worker letter confirming care history and placement history | Evidence of living in Blackpool or North West since 1 Sep 2022 | Evidence of being/were under care of a Blackpool/North West local authority,True,False,Submit bursary form when open and upload required evidence; small panel shortlists and decides.,NOT_FOUND,https://www.manchester.ac.uk/study/undergraduate/fees-and-funding/scholarships-and-bursaries/sadler-bursary/,2026-05-02,medium,Used official manchester.ac.uk pages. Some schemes provide country/course-specific rules via linked PDFs or profiles; those fields are marked NOT_FOUND where page-level detail was unavailable or cycle timing was unclear.
